/Users/carinakauf/repos/fairseq/input_audiofiles
SC_Clash_Shift_6.wav	101037
SC_Clash_NoShift_3.wav	83790
SC_Clash_NoShift_15.wav	98942
SC_NoClash_Shift_8.wav	90908
SC_Clash_NoShift_5.wav	84899
SC_NoClash_NoShift_16.wav	99844
SC_Clash_Shift_11.wav	79626
SC_NoClash_Shift_17.wav	78102
SC_NoClash_Shift_16.wav	102240
SC_Clash_Shift_15.wav	97864
SC_NoClash_Shift_18.wav	93901
SC_NoClash_NoShift_4.wav	83334
SC_Clash_NoShift_9.wav	87616
SC_NoClash_NoShift_1.wav	82841
SC_Clash_Shift_7.wav	77337
SC_Clash_Shift_3.wav	80236
SC_NoClash_Shift_12.wav	86936
SC_Clash_NoShift_8.wav	99754
SC_NoClash_Shift_3.wav	79412
SC_Clash_NoShift_14.wav	90731
SC_Clash_Shift_19.wav	83146
SC_Clash_Shift_4.wav	85523
SC_Clash_Shift_16.wav	100605
SC_Clash_Shift_1.wav	80292
SC_Clash_NoShift_17.wav	81380
SC_Clash_Shift_8.wav	92671
SC_Clash_Shift_13.wav	97451
SC_NoClash_Shift_6.wav	97419
SC_NoClash_NoShift_19.wav	85874
SC_Clash_Shift_9.wav	81350
SC_Clash_NoShift_11.wav	79770
SC_Clash_NoShift_6.wav	98970
SC_NoClash_NoShift_10.wav	94670
SC_Clash_NoShift_20.wav	102008
SC_Clash_Shift_12.wav	87229
SC_Clash_Shift_20.wav	100711
SC_NoClash_Shift_19.wav	87412
SC_Clash_NoShift_4.wav	84982
SC_NoClash_Shift_5.wav	81224
SC_NoClash_Shift_20.wav	101613
SC_NoClash_Shift_10.wav	92590
SC_NoClash_Shift_13.wav	102153
SC_NoClash_NoShift_17.wav	79533
SC_NoClash_NoShift_2.wav	95271
SC_NoClash_NoShift_15.wav	96748
SC_NoClash_Shift_2.wav	91971
SC_NoClash_NoShift_6.wav	96001
SC_NoClash_NoShift_5.wav	90850
SC_NoClash_Shift_7.wav	78933
SC_NoClash_Shift_14.wav	88641
SC_NoClash_NoShift_9.wav	86639
SC_Clash_NoShift_19.wav	86370
SC_Clash_NoShift_10.wav	93782
SC_Clash_NoShift_13.wav	101156
SC_NoClash_NoShift_13.wav	98167
SC_Clash_Shift_14.wav	94475
SC_NoClash_NoShift_12.wav	90281
SC_Clash_Shift_17.wav	77991
SC_NoClash_Shift_15.wav	100380
SC_NoClash_NoShift_14.wav	90926
SC_NoClash_NoShift_8.wav	97961
SC_NoClash_Shift_1.wav	81816
SC_NoClash_Shift_4.wav	80970
SC_Clash_Shift_5.wav	85346
SC_NoClash_NoShift_20.wav	105208
SC_Clash_NoShift_18.wav	97071
SC_Clash_NoShift_1.wav	81181
SC_Clash_Shift_18.wav	88772
SC_NoClash_NoShift_18.wav	86057
SC_Clash_NoShift_2.wav	91761
SC_NoClash_NoShift_3.wav	84901
SC_Clash_NoShift_16.wav	102169
SC_NoClash_NoShift_7.wav	78361
SC_Clash_NoShift_12.wav	91127
SC_Clash_NoShift_7.wav	86913
SC_NoClash_Shift_11.wav	74881
SC_Clash_Shift_10.wav	94895
SC_NoClash_NoShift_11.wav	79127
SC_Clash_Shift_2.wav	95112
SC_NoClash_Shift_9.wav	84825
